fdn,attributes
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00056,ExternalEUtranCellFDD=LTE01ERBS00056-4","ExternalEUtranCellFDDId=LTE01ERBS00056-4,physicalLayerSubCellId=0,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00057,ExternalEUtranCellFDD=LTE01ERBS00057-1","ExternalEUtranCellFDDId=LTE01ERBS00057-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00057,ExternalEUtranCellFDD=LTE01ERBS00057-2","ExternalEUtranCellFDDId=LTE01ERBS00057-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00057,ExternalEUtranCellFDD=LTE01ERBS00057-3","ExternalEUtranCellFDDId=LTE01ERBS00057-3,physicalLayerSubCellId=1,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00057,ExternalEUtranCellFDD=LTE01ERBS00057-4","ExternalEUtranCellFDDId=LTE01ERBS00057-4,physicalLayerSubCellId=0,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00058,ExternalEUtranCellFDD=LTE01ERBS00058-1","ExternalEUtranCellFDDId=LTE01ERBS00058-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00058,ExternalEUtranCellFDD=LTE01ERBS00058-2","ExternalEUtranCellFDDId=LTE01ERBS00058-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00058,ExternalEUtranCellFDD=LTE01ERBS00058-3","ExternalEUtranCellFDDId=LTE01ERBS00058-3,physicalLayerSubCellId=1,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00058,ExternalEUtranCellFDD=LTE01ERBS00058-4","ExternalEUtranCellFDDId=LTE01ERBS00058-4,physicalLayerSubCellId=0,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00059,ExternalEUtranCellFDD=LTE01ERBS00059-1","ExternalEUtranCellFDDId=LTE01ERBS00059-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00059,ExternalEUtranCellFDD=LTE01ERBS00059-2","ExternalEUtranCellFDDId=LTE01ERBS00059-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00059,ExternalEUtranCellFDD=LTE01ERBS00059-3","ExternalEUtranCellFDDId=LTE01ERBS00059-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00059,ExternalEUtranCellFDD=LTE01ERBS00059-4","ExternalEUtranCellFDDId=LTE01ERBS00059-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00060,ExternalEUtranCellFDD=LTE01ERBS00060-1","ExternalEUtranCellFDDId=LTE01ERBS00060-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00060,ExternalEUtranCellFDD=LTE01ERBS00060-2","ExternalEUtranCellFDDId=LTE01ERBS00060-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00060,ExternalEUtranCellFDD=LTE01ERBS00060-3","ExternalEUtranCellFDDId=LTE01ERBS00060-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00060,ExternalEUtranCellFDD=LTE01ERBS00060-4","ExternalEUtranCellFDDId=LTE01ERBS00060-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00061,ExternalEUtranCellFDD=LTE01ERBS00061-1","ExternalEUtranCellFDDId=LTE01ERBS00061-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00061,ExternalEUtranCellFDD=LTE01ERBS00061-2","ExternalEUtranCellFDDId=LTE01ERBS00061-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00061,ExternalEUtranCellFDD=LTE01ERBS00061-3","ExternalEUtranCellFDDId=LTE01ERBS00061-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00061,ExternalEUtranCellFDD=LTE01ERBS00061-4","ExternalEUtranCellFDDId=LTE01ERBS00061-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00062,ExternalEUtranCellFDD=LTE01ERBS00062-1","ExternalEUtranCellFDDId=LTE01ERBS00062-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00062,ExternalEUtranCellFDD=LTE01ERBS00062-2","ExternalEUtranCellFDDId=LTE01ERBS00062-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00062,ExternalEUtranCellFDD=LTE01ERBS00062-3","ExternalEUtranCellFDDId=LTE01ERBS00062-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00062,ExternalEUtranCellFDD=LTE01ERBS00062-4","ExternalEUtranCellFDDId=LTE01ERBS00062-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00063,ExternalEUtranCellFDD=LTE01ERBS00063-1","ExternalEUtranCellFDDId=LTE01ERBS00063-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00063,ExternalEUtranCellFDD=LTE01ERBS00063-2","ExternalEUtranCellFDDId=LTE01ERBS00063-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00063,ExternalEUtranCellFDD=LTE01ERBS00063-3","ExternalEUtranCellFDDId=LTE01ERBS00063-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00063,ExternalEUtranCellFDD=LTE01ERBS00063-4","ExternalEUtranCellFDDId=LTE01ERBS00063-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00064,ExternalEUtranCellFDD=LTE01ERBS00064-1","ExternalEUtranCellFDDId=LTE01ERBS00064-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00064,ExternalEUtranCellFDD=LTE01ERBS00064-2","ExternalEUtranCellFDDId=LTE01ERBS00064-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00064,ExternalEUtranCellFDD=LTE01ERBS00064-3","ExternalEUtranCellFDDId=LTE01ERBS00064-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00064,ExternalEUtranCellFDD=LTE01ERBS00064-4","ExternalEUtranCellFDDId=LTE01ERBS00064-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00065,ExternalEUtranCellFDD=LTE01ERBS00065-1","ExternalEUtranCellFDDId=LTE01ERBS00065-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00065,ExternalEUtranCellFDD=LTE01ERBS00065-2","ExternalEUtranCellFDDId=LTE01ERBS00065-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00065,ExternalEUtranCellFDD=LTE01ERBS00065-3","ExternalEUtranCellFDDId=LTE01ERBS00065-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00065,ExternalEUtranCellFDD=LTE01ERBS00065-4","ExternalEUtranCellFDDId=LTE01ERBS00065-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00066,ExternalEUtranCellFDD=LTE01ERBS00066-1","ExternalEUtranCellFDDId=LTE01ERBS00066-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00066,ExternalEUtranCellFDD=LTE01ERBS00066-2","ExternalEUtranCellFDDId=LTE01ERBS00066-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00066,ExternalEUtranCellFDD=LTE01ERBS00066-3","ExternalEUtranCellFDDId=LTE01ERBS00066-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00066,ExternalEUtranCellFDD=LTE01ERBS00066-4","ExternalEUtranCellFDDId=LTE01ERBS00066-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00067,ExternalEUtranCellFDD=LTE01ERBS00067-1","ExternalEUtranCellFDDId=LTE01ERBS00067-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00067,ExternalEUtranCellFDD=LTE01ERBS00067-2","ExternalEUtranCellFDDId=LTE01ERBS00067-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00067,ExternalEUtranCellFDD=LTE01ERBS00067-3","ExternalEUtranCellFDDId=LTE01ERBS00067-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00067,ExternalEUtranCellFDD=LTE01ERBS00067-4","ExternalEUtranCellFDDId=LTE01ERBS00067-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00068,ExternalEUtranCellFDD=LTE01ERBS00068-1","ExternalEUtranCellFDDId=LTE01ERBS00068-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00068,ExternalEUtranCellFDD=LTE01ERBS00068-2","ExternalEUtranCellFDDId=LTE01ERBS00068-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00068,ExternalEUtranCellFDD=LTE01ERBS00068-3","ExternalEUtranCellFDDId=LTE01ERBS00068-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00068,ExternalEUtranCellFDD=LTE01ERBS00068-4","ExternalEUtranCellFDDId=LTE01ERBS00068-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00069,ExternalEUtranCellFDD=LTE01ERBS00069-1","ExternalEUtranCellFDDId=LTE01ERBS00069-1,physicalLayerSubCellId=1,localCellId=1,tac=1,physicalLayerCellIdGroup=101,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00069,ExternalEUtranCellFDD=LTE01ERBS00069-2","ExternalEUtranCellFDDId=LTE01ERBS00069-2,physicalLayerSubCellId=2,localCellId=2,tac=1,physicalLayerCellIdGroup=102,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00069,ExternalEUtranCellFDD=LTE01ERBS00069-3","ExternalEUtranCellFDDId=LTE01ERBS00069-3,physicalLayerSubCellId=0,localCellId=3,tac=1,physicalLayerCellIdGroup=103,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
